serie_id,fallas_historicas,costo_historico,primera_falla,ultima_falla
"211evo2||Exhaust manifold securing parts||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,213.8,2025-11-01,2025-11-01
"211evo2||Exhaust manifold||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,156.21,2025-02-01,2025-02-01
"211evo2||Exhaust valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,521.86,2025-08-01,2025-08-01
"211evo2||Flywheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,2430.41,2024-09-01,2024-12-01
211evo2||Fuel distributor||LEAKING,1,622.35,2025-10-01,2025-10-01
"211evo2||Fuel distributor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",7,849.51,2024-09-01,2025-06-01
211evo2||Fuel pressure regulating valve||ELECTRICAL FAULT,1,117.18,2025-03-01,2025-03-01
211evo2||Fuel pressure sender||LEAKING,3,365.49,2025-06-01,2025-10-01
211evo2||Fuel pump||LEAKING,1,416.21,2024-11-01,2024-11-01
"211evo2||Fuel pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,536.37,2024-06-01,2025-08-01
211evo2||Fuel pump||NOISY,1,38.34,2024-06-01,2024-06-01
211evo2||Gas injector||ELECTRICAL FAULT,1,21.46,2025-08-01,2025-08-01
211evo2||High pressure pump||INEFFECTIVE,3,1162.78,2024-10-01,2025-08-01
211evo2||High pressure pump||LEAKING,3,1200.69,2024-05-01,2025-09-01
211evo2||High pressure pump||NOISY,3,1052.85,2024-09-01,2025-08-01
"211evo2||Hydraulic bucket tappet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,3047.26,2025-01-01,2025-08-01
211evo2||Ignition coil||INEFFECTIVE,1,245.37,2024-12-01,2024-12-01
"211evo2||Ignition coil||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",3,362.94,2024-03-01,2025-07-01
211evo2||Impulse sender for crankshaft||INEFFECTIVE,1,844.69,2025-10-01,2025-10-01
"211evo2||Injection unit, upper part||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,69.68,2025-10-01,2025-10-01
"211evo2||Injector||STIFF (STICKS, JAMS,SEIZED)",1,669.03,2024-02-01,2024-02-01
"211evo2||Injector||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,2222.64,2024-03-01,2025-01-01
211evo2||Inlet Manifold||LEAKING,1,413.57,2025-01-01,2025-01-01
"211evo2||Intake manifold||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,229.25,2024-04-01,2024-04-01
"211evo2||Intake valve guide||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,157.43,2025-03-01,2025-03-01
"211evo2||Intake valve guide||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,42.73,2025-10-01,2025-10-01
"211evo2||Intake valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,138.18,2024-07-01,2025-07-01
211evo2||Intake valve||NOISY,2,60.199999999999996,2024-10-01,2025-04-01
"211evo2||Intake valve||STIFF (STICKS, JAMS,SEIZED)",1,107.7,2025-10-01,2025-10-01
"211evo2||Intermediate plate||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,2304.74,2025-03-01,2025-11-01
211evo2||Intermediate plate||NOISY,2,2718.91,2024-10-01,2025-04-01
"211evo2||Knock sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",7,1424.28,2024-09-01,2025-08-01
211evo2||Oil cooler||INEFFECTIVE,1,1051.98,2025-09-01,2025-09-01
211evo2||Oil drain plug||LEAKING,5,337.68,2024-08-01,2025-09-01
211evo2||Oil filler cap||LEAKING,1,170.36,2024-06-01,2024-06-01
211evo2||Oil filter flange||LEAKING,1,0.0,2025-11-01,2025-11-01
"211evo2||Oil filter flange||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,64.44999999999999,2025-04-01,2025-05-01
211evo2||Oil filter||INEFFECTIVE,5,902.17,2025-03-01,2025-11-01
211evo2||Oil level sensor||INCORRECT STANDARD PART/SPECIFICATION,1,41.73,2025-07-01,2025-07-01
211evo2||Oil level sensor||LEAKING,4,938.04,2025-04-01,2025-10-01
211evo2||Oil pressure sender||LEAKING,1,73.02,2025-01-01,2025-01-01
211evo2||Oil pressure switch||LEAKING,1,347.68,2025-02-01,2025-02-01
211evo2||Oil pressure switch||Repair as instructed,3,615.75,2025-04-01,2025-04-01
"211evo2||Oil pressure switch||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",3,572.43,2025-02-01,2025-05-01
"211evo2||Oil pump drive||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,2797.84,2025-05-01,2025-05-01
211evo2||Oil pump||LEAKING,2,1035.92,2024-12-01,2025-02-01
"211evo2||Oil pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",11,6460.66,2024-08-01,2025-06-01
"211evo2||Oil pump||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,808.51,2025-06-01,2025-06-01
"211evo2||Oil return pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,98.95,2025-11-01,2025-11-01
211evo2||Oil separator||Repair as instructed,1,675.37,2025-08-01,2025-08-01
"211evo2||Oil separator||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",6,2101.9900000000002,2024-08-01,2025-09-01
211evo2||Oil sump gasket||LEAKING,1,200.5,2025-09-01,2025-09-01
"211evo2||Oil supply pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,357.69,2025-01-01,2025-11-01
211evo2||Oil temperature sender||ELECTRICAL FAULT,5,664.92,2025-01-01,2025-11-01
"211evo2||Oil temperature sender||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,103.38,2024-08-01,2025-04-01
"211evo2||Pistons||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,11133.84,2024-04-01,2025-04-01
211evo2||Pistons||NOISY,1,73.71,2025-10-01,2025-10-01
"211evo2||Potentiometer||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,41.63,2025-04-01,2025-04-01
"211evo2||Pressure regulating valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,769.1600000000001,2025-05-01,2025-11-01
"211evo2||Pressure regulator||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,677.6700000000001,2024-05-01,2025-10-01
"211evo2||Pressure sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,251.11,2025-05-01,2025-07-01
"211evo2||Seal||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,74.79,2025-02-01,2025-02-01
"211evo2||Solenoid valve||STIFF (STICKS, JAMS,SEIZED)",1,72.52,2024-10-01,2024-10-01
211evo2||Spark plug||INCORRECT STANDARD PART/SPECIFICATION,5,1067.3,2024-04-01,2025-08-01
211evo2||Spark plug||LEAKING,4,479.9,2024-04-01,2024-08-01
211evo2||Spark plug||Repair as instructed,2,1752.3799999999999,2024-03-01,2024-04-01
"211evo2||Sprocket for camshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,4801.13,2024-04-01,2025-08-01
"211evo2||Sump upper part||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,1535.22,2025-03-01,2025-10-01
"211evo2||Tappet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,464.58,2025-04-01,2025-04-01
211evo2||Temperature sensor||ELECTRICAL FAULT,2,383.71,2025-07-01,2025-09-01
"211evo2||Temperature sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,807.74,2024-07-01,2025-08-01
211evo2||Tensioning pulley||NOISY,2,85.85,2025-03-01,2025-06-01
211evo2||Thermostat||ELECTRICAL FAULT,2,215.92000000000002,2025-05-01,2025-06-01
211evo2||Thermostat||LEAKING,1,531.73,2024-07-01,2024-07-01
"211evo2||Thermostat||STIFF (STICKS, JAMS,SEIZED)",1,599.42,2025-04-01,2025-04-01
"211evo2||Throttle valve control part||STIFF (STICKS, JAMS,SEIZED)",2,434.39,2025-09-01,2025-10-01
"211evo2||Throttle valve control part||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,1.32,2025-07-01,2025-07-01
"211evo2||Throttle valve housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,169.79000000000002,2025-05-01,2025-11-01
"211evo2||Throttle valve positioner||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,29.63,2024-09-01,2024-09-01
"211evo2||Toothed belt sprocket, injection pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,337.67,2025-10-01,2025-10-01
211evo2||Toothed belt||NOISY,1,87.33,2024-05-01,2024-05-01
"211evo2||Turbocharger||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,1644.13,2025-07-01,2025-07-01
211evo2||Turbocharger||INEFFECTIVE,2,1402.9499999999998,2025-05-01,2025-10-01
211evo2||Turbocharger||LEAKING,2,2387.76,2025-01-01,2025-07-01
211evo2||Turbocharger||Repair as instructed,1,71.09,2024-07-01,2024-07-01
"211evo2||Turbocharger||STIFF (STICKS, JAMS,SEIZED)",2,2538.6099999999997,2025-01-01,2025-04-01
211evo2||Turbocharger||TESTED (Unable to reproduce fault),2,145.67000000000002,2025-04-01,2025-06-01
"211evo2||Turbocharger||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,1087.69,2024-08-01,2024-08-01
"211evo2||Two-part flywheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,50.78,2024-12-01,2024-12-01
"211evo2||Union for supercharger||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,178.44,2025-05-01,2025-05-01
"211evo2||Valve stem seal||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,71.81,2025-09-01,2025-10-01
"888G3||ACF valve||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,259.14,2025-02-01,2025-02-01
888G3||ACF valve||NOISY,1,161.24,2024-11-01,2024-11-01
"888G3||ACF valve||STIFF (STICKS, JAMS,SEIZED)",1,135.24,2025-03-01,2025-03-01
888G3||Activated charcoal filter pipe||ELECTRICAL FAULT,2,115.43,2025-01-01,2025-10-01
888G3||Activated charcoal filter pipe||LEAKING,1,558.63,2025-07-01,2025-07-01
888G3||Activated charcoal filter pipe||NOISY,2,112.22999999999999,2024-11-01,2025-11-01
"888G3||Adjuster unit for valve lift system||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,135.02,2025-10-01,2025-10-01
888G3||Adjuster unit for valve lift system||NOISY,1,71.7,2025-01-01,2025-01-01
"888G3||Balance shaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,602.6700000000001,2025-01-01,2025-11-01
888G3||Base engine||NOISY,1,3693.5,2025-07-01,2025-07-01
"888G3||Camshaft adjuster||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,9.61,2024-06-01,2024-06-01
888G3||Camshaft adjuster||LEAKING,5,513.99,2025-04-01,2025-08-01
888G3||Camshaft adjuster||NOISY,2,512.59,2025-02-01,2025-08-01
"888G3||Camshaft adjuster||STIFF (STICKS, JAMS,SEIZED)",1,103.25,2024-10-01,2024-10-01
"888G3||Camshaft bearings||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,165.71,2024-03-01,2024-03-01
888G3||Camshaft housing||LEAKING,1,1530.26,2025-08-01,2025-08-01
"888G3||Camshaft housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,5285.75,2024-08-01,2025-10-01
888G3||Camshaft housing||NOISY,1,1009.47,2025-06-01,2025-06-01
"888G3||Carburettor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,736.39,2024-10-01,2024-10-01
"888G3||Chain for balance shaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,8329.48,2025-03-01,2025-07-01
"888G3||Chain housing cover||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,1308.8,2024-10-01,2024-10-01
"888G3||Chain housing cover||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,4198.97,2025-06-01,2025-07-01
"888G3||Chain tensioner||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,7067.27,2025-02-01,2025-10-01
"888G3||Clutch pressure plate||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1690.02,2024-12-01,2024-12-01
"888G3||Cold start valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,552.63,2024-08-01,2025-05-01
888G3||Combi-valve||ELECTRICAL FAULT,4,1782.83,2024-11-01,2025-05-01
"888G3||Combi-valve||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,164.8,2025-06-01,2025-06-01
"888G3||Combi-valve||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,414.79,2025-10-01,2025-10-01
"888G3||Conrod bearing||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,9305.89,2025-06-01,2025-06-01
888G3||Conrod bearing||NOISY,1,7904.99,2025-06-01,2025-06-01
"888G3||Conrod||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,5954.99,2025-06-01,2025-06-01
888G3||Coolant hose flange||LEAKING,3,777.02,2025-04-01,2025-07-01
"888G3||Coolant pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,1382.93,2024-08-01,2025-05-01
"888G3||Coolant pipe||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,437.47,2025-02-01,2025-09-01
"888G3||Coolant pump||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,97.84,2025-03-01,2025-03-01
888G3||Coolant pump||Repair as instructed,1,66.25,2024-12-01,2024-12-01
888G3||Coolant temperature sender||ELECTRICAL FAULT,4,201.79,2025-05-01,2025-10-01
888G3||Crankshaft bearing||Repair as instructed,1,8385.01,2024-09-01,2024-09-01
"888G3||Crankshaft oil seal, flywheel end||LEAKING",5,5535.3099999999995,2025-05-01,2025-11-01
"888G3||Crankshaft oil seal, flywheel end||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,2884.02,2025-04-01,2025-11-01
"888G3||Crankshaft oil seal, pulley end||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,1593.3899999999999,2024-07-01,2025-11-01
"888G3||Crankshaft vibration damper||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,554.91,2025-03-01,2025-03-01
888G3||Crankshaft vibration damper||LEAKING,1,299.32,2025-10-01,2025-10-01
"888G3||Crankshaft vibration damper||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,2038.5900000000001,2024-10-01,2025-01-01
"888G3||Crankshaft vibration damper||VIBRATION,OUT OF BALANCE,OUT OF ROUND,",1,193.21,2025-01-01,2025-01-01
"888G3||Crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,31.83,2024-11-01,2024-11-01
888G3||Cylinder block||TESTED (Unable to reproduce fault),1,265.39,2024-07-01,2024-07-01
"888G3||Cylinder block||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,6252.75,2025-08-01,2025-08-01
888G3||Cylinder head cover||LEAKING,1,486.65,2025-09-01,2025-09-01
888G3||Cylinder head gasket||LEAKING,7,18805.53,2024-07-01,2025-11-01
"888G3||Cylinder head gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,11249.09,2024-05-01,2025-11-01
888G3||Cylinder head||Repair as instructed,1,54.06,2024-05-01,2024-05-01
"888G3||Damper||STIFF (STICKS, JAMS,SEIZED)",1,27.44,2025-08-01,2025-08-01
888G3||Dipstick||NOISY,2,223.53,2024-11-01,2025-04-01
888G3||Dipstick||Repair as instructed,2,228.17000000000002,2025-06-01,2025-07-01
"888G3||Drive plate for converter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1205.71,2025-02-01,2025-02-01
"888G3||EGR change over valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,53.22,2025-09-01,2025-09-01
888G3||Elec inj wiring loom||INCORRECT STANDARD PART/SPECIFICATION,2,584.46,2025-03-01,2025-10-01
"888G3||Engine complete||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,3205.21,2024-09-01,2024-09-01
888G3||Engine complete||NOISY,2,3258.35,2024-09-01,2024-09-01
"888G3||Engine speed sender wheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1302.63,2024-10-01,2024-10-01
"888G3||Engine wiring loom||CABLE (PINCHED, SHORT CIRCUIT)",1,426.54,2025-05-01,2025-05-01
"888G3||Exhaust manifold gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,218.99,2024-12-01,2025-11-01
"888G3||Exhaust manifold||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,362.27,2024-08-01,2025-05-01
"888G3||Fuel distributor||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",2,171.07999999999998,2025-01-01,2025-05-01
888G3||Fuel distributor||LEAKING,2,1224.1,2024-11-01,2025-10-01
"888G3||Fuel pressure regulating valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,632.8299999999999,2024-10-01,2025-08-01
888G3||Fuel pressure regulating valve||VEHICLE BUY-BACK,1,45.62,2025-05-01,2025-05-01
888G3||Fuel pressure sender||LEAKING,1,110.46,2025-07-01,2025-07-01
"888G3||Fuel pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,575.88,2024-06-01,2024-07-01
"888G3||Gas distribution rail||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,427.8,2024-05-01,2024-05-01
888G3||Gas pressore sensor||ELECTRICAL FAULT,2,284.1,2024-08-01,2024-08-01
"888G3||Glow plug||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,78.01,2025-09-01,2025-09-01
888G3||High pressure pump||LEAKING,2,601.56,2025-06-01,2025-08-01
"888G3||Hydraulic bucket tappet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1577.5,2025-07-01,2025-07-01
888G3||Impulse sender for camshaft||ELECTRICAL FAULT,5,1472.79,2024-08-01,2025-10-01
"888G3||Impulse sender for camshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,800.76,2025-03-01,2025-10-01
"888G3||Impulse sender for camshaft||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,318.96,2025-05-01,2025-05-01
888G3||Impulse sender for crankshaft||ELECTRICAL FAULT,2,163.59,2024-05-01,2025-02-01
"888G3||Impulse sender for crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,195.49,2024-08-01,2024-08-01
"888G3||Injector||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,510.42,2024-10-01,2024-11-01
"888G3||Inlet Manifold||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",2,200.44,2025-01-01,2025-06-01
888G3||Inlet Manifold||LEAKING,2,746.71,2024-12-01,2025-05-01
"888G3||Inlet Manifold||STIFF (STICKS, JAMS,SEIZED)",2,1318.79,2024-10-01,2024-12-01
"888G3||Inlet Manifold||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,544.49,2024-10-01,2024-10-01
"888G3||Intake air temperature sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,753.37,2025-01-01,2025-10-01
888G3||Intermediate shaft seal||LEAKING,1,95.34,2025-07-01,2025-07-01
888G3||Knock sensor||ELECTRICAL FAULT,1,679.55,2024-11-01,2024-11-01
"888G3||Knock sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,2076.09,2024-03-01,2024-12-01
"888G3||Oil cooler pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,80.81,2025-05-01,2025-05-01
888G3||Oil cooler||LEAKING,3,1190.04,2024-07-01,2025-08-01
"888G3||Oil cooler||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,3337.1,2024-08-01,2025-10-01
"888G3||Oil filler cap||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,27.33,2024-08-01,2024-08-01
888G3||Oil filler cap||LEAKING,4,230.51,2024-05-01,2025-09-01
